[000:02:52;21] . 
[001:19:44;24] YOU WERE SECRETARY OF STATE 
[001:19:45;26] WHEN IT WAS A LITTLE INFANT.
[001:19:47;26] NOW IT'S IN OVER 30 COUNTRIES.
[001:19:49;29] AND YOU'RE GOING TO STOP THEM? 
[001:19:51;29] I DON'T THINK SO.
[001:19:52;16] LESTER HOLT:  MR. TRUMP, A LOT 
[001:19:53;10] OF THESE ARE JUDGMENT 
[001:19:54;26] QUESTIONS.
[001:19:55;09] YOU HAVE SUPPORTED THE WAR IN 
[001:19:57;28] IRAQ BEFORE THE INVASION.
[001:19:59;01] WHAT MAKES YOUR JUDGMENT. 
[001:20:00;08] DONALD TRUMP: I DID NOT SUPPORT
[001:20:01;06] THE WAR IN IRAQ.
[001:20:03;00] THAT IS A MAINSTREAM MEDIA 
[001:20:07;00] NONSENSE PUT OUT BY HER BECAUSE
[001:20:08;07] SHE FRANKSLY, I THINK THE BEST 
[001:20:13;03] PERSON IN HER CAMPAIGN IS MAIN 
[001:20:15;03] STREAM MEDIA.
[001:20:18;00] WAIT A MINUTE.
[001:20:18;15] I WAS AGAINST THE WAR IN IRAQ. 
[001:20:19;09] LESTER HOLT:  THE RECORD SHOWS 
[001:20:21;02] OTHERWISE. 
[001:20:21;16] DONALD TRUMP: IT DOES NOT SHOW 
[001:20:23;04] THAT.
[001:20:23;15] THE RECORD SHOWS THAT I'M 
[001:20:24;12] RIGHT.
[001:20:25;03] WHEN I DID AN INTERVIEW WITH 
[001:20:26;13] HOWARD STERN, VERY LIGHTLY, 
[001:20:28;08] FIRST TIME ANYONE'S ASKED ME 
[001:20:30;03] THAT, I SAID VERY LIGHTLY, I 
[001:20:32;08] DON'T KNOW, MAYBE, WHO KNOWS, 
[001:20:34;05] ESSENTIALLY.
[001:20:34;19] I THEN DID AN INTERVIEW WITH 
[001:20:38;07] NEIL CAVUTO.
[001:20:41;09] WE TALKED ABOUT THE ECONOMY IS 
[001:20:42;16] MORE IMPORTANT.
[001:20:44;11] I THEN SPOKE TO SEAN HANITY.
[001:20:48;11] I HAD NUMEROUS CONVERSATIONS 
[001:20:49;21] WITH SEAN HANITY AT FOX SPSHGS 
[001:20:53;13] HE CALLED ME THE OTHER DAY AND 
[001:20:56;20] I SPOKE TO HIM ABOUT IT, HE 
[001:20:58;20] SAID YOU WERE TOTALLY AGAINST 
[001:20:59;24] IT, EXCUSE ME, IT WAS BEFORE 
[001:21:00;28] THE WAR STARTED.
[001:21:03;20] SEAN HANITY SAID STRONGLY, TO 
[001:21:04;29] ME AND OTHER PEOPLE AND HE'S 
[001:21:06;00] WILLING TO SAY BUT NOBODY WANTS
[001:21:07;25] TO CALL HIM.
[001:21:08;24] HE SAID I WAS AGAINST THE WAR.
[001:21:10;22] HE USED TO HAVE FIGHTS WITH ME 
[001:21:12;26] BECAUSE SEAN WAS IN FAVOR OF 
[001:21:13;29] THE WAR.
[001:21:14;23] AND I UNDERSTAND THAT SIDE 
[001:21:16;27] ALSO, NOT VERY MUCH BECAUSE WE 
[001:21:18;00] SHOULDN'T HAVE BEEN THERE.
[001:21:19;27] NOBODY CALLS SEAN HANITY AND 
[001:21:20;24] THEY DID AN ARTICLE IN THE 
[001:21:22;06] MAJOR MAGAZINE SHORTLY AFTER 
[001:21:23;05] THE WAR STARTED I THINK IN '04,
[001:21:25;28] BUT THEY DID AN ARTICLE WHICH 
[001:21:27;27] HAD ME TOTALLY AGAINST THE WAR 
[001:21:29;02] IN IRAQ, AND ONE OF YOUR 
[001:21:32;27] COMPATRIATES SAID YOU KNOW, 
[001:21:34;00] WHETHER IT WAS BEFORE OR RIGHT 
[001:21:36;02] AFTER, TRUMP WAS 
[001:21:37;02] DEFINITELY -- IF YOU READ THIS 
[001:21:39;00] ARTICLE, THERE WAS NO DOUBT.
[001:21:40;29] IF SOMEBODY WOULD CALL UP SEAN 
[001:21:43;02] HANITY -- THIS WAS BEFORE THE 
[001:21:44;01] WAR STARTED, HE AND I USED TO 
[001:21:46;09] HAVE ARGUMENTS ABOUT THE WAR.
[001:21:47;07] I SAID IT'S A TERRIBLE AND A 
[001:21:49;04] STUPID THING.
[001:21:50;03] IT'S GOING TO DESTABILIZE THE 
[001:21:51;13] MIDDLE EAST, AND THAT'S EXACTLY
[001:21:53;04] WHAT IT'S DONE.
[001:21:54;10] LESTER HOLT:  MY REFERENCE IS 
[001:21:55;11] TO WHAT YOU HAD SAID IN 2002, 
[001:21:57;08] AND MY QUESTION WAS, WHY IS 
[001:22:01;09] YOUR JUDGMENT ANY DIFFERENT 
[001:22:02;14] THAN MRS. CLINTON. 
[001:22:03;11] DONALD TRUMP: I HAVE MUCH 
[001:22:05;08] BETTER JUDGMENT THAN SHE DOES.
[001:22:06;14] THERE'S NO QUESTION ABOUT THAT.
[001:22:07;13] I ALSO HAVE MUCH BETTER 
[001:22:09;14] TEMPERAMENT THAN SHE HAS, YOU 
[001:22:11;10] KNOW.
[001:22:11;21] I HAVE MUCH BETTER -- LET ME 
[001:22:12;14] TELL YOU.
[001:22:13;10] SHE SPENT HUNDREDS OF MILLIONS 
[001:22:14;18] OF DOLLARS ON ADVERTISING UBER 
[001:22:20;09] KNOW
[001:22:20;29] -- YOU KNOW, THEY GET MADISON 
[001:22:22;15] AVENUE INTO A ROOM.
[001:22:23;12] I THINK MY STRONGEST ASSET 
[001:22:25;13] MAYBE BY FAR IS BY TEMPERAMENT.
[001:22:27;17] I HAVE A WINNING TEMPERAMENT.
[001:22:29;16] I KNOW HOW TO WIN.
[001:22:30;14] SHE DOES NOT.
[001:22:33;10] THE OTHER DAY, BEHIND THE BLUE 
[001:22:36;15] SCREEN, I DON'T KNOW WHO YOU 
[001:22:37;08] WERE TALKING TO, SECRETARY 
[001:22:38;18] CLINTON, BUT YOU WERE TOTALLY 
[001:22:39;23] OUT OF CONTROL.
[001:22:40;19] I SAID THERE'S A PERSON WITH A 
[001:22:42;18] TEMPERAMENT THAT'S GOT A 
[001:22:44;16] PROBLEM. 
[001:22:44;29] LESTER HOLT:  SECRETARY 
[001:22:46;18] CLINTON. 
[001:22:47;01] HILLARY CLINTON: WELL, OKAY.
[001:22:48;16] [LAUGHTER] 
[001:22:59;21] LET'S TALK ABOUT TWO IMPORTANT 
[001:23:00;15] ISSUES THAT WERE BRIEFLY 
[001:23:01;06] MENTIONED BY DONALD.
[001:23:01;24] FIRST, NATO.
[001:23:02;08] NATO AS A MILITARY ALLIANCE
[001:23:03;09] LET'S TALK ABOUT HAS
[001:23:03;27] SOMETHING CALLED ARTICLE 5 AND 
[001:23:05;24] BASICALLY IT SAYS THIS: AN 
[001:23:07;01] ATTACK ON ONE IS AN ATTACK ON 
[001:23:08;27] ALL.
[001:23:09;08] AND DO YOU KNOW THE ONLY TIME 
[001:23:11;01] IT'S EVER BEEN INVOKED AFTER 
[001:23:13;26] 9/11, WHEN THE 28 NATIONS OF 
[001:23:15;27] NATO SAID THAT THEY WOULD GO TO
[001:23:18;28] AFGHANISTAN WITH US TO FIGHT 
[001:23:23;00] TERRORISM, SOMETHING THAT THEY 
[001:23:24;09] STILL ARE DOING BY OUR SIDE, 
[001:23:29;00] WITH RESPECT TO IRAN WHEN I 
[001:23:31;04] BECAME SECRETARY OF STATE, IRAN
[001:23:32;05] WAS WEEKS AWAY FROM HAVING 
[001:23:35;01] ENOUGH NUCLEAR MATERIAL TO FORM
[001:23:37;03] A BOMB.
[001:23:41;03] THEY HAD MASTERED THE NUCLEAR 
[001:23:44;05] FUEL CYCLE, THEY HAD STOPPED 
[001:23:46;12] THEM WITH CENTER FUGES THAT 
[001:23:47;12] WERE WHIRLING AWAY, AND WE HAD 
[001:23:49;11] SANCTIONED THEM.
[001:23:49;27] I VOTED FOR EVERY SANCTION 
[001:23:52;15] AGAINST IRAN WHEN I WAS IN THE 
[001:23:53;17] SENATE BUT IT WASN'T ENOUGH.
[001:23:55;12] SO I SPENT A YEAR AND-A-HALF 
[001:23:59;10] PUTTING TOGETHER A COALITION 
[001:24:00;21] THAT INCLUDED RUSSIA AND CHINA 
[001:24:03;11] TO IMPOSE THE TOUGHEST 
[001:24:04;14] SANCTIONS ON IRAN AND WE DID 
[001:24:06;16] DRIVE THEM TO THE NEGOTIATING 
[001:24:07;17] TABLE, AND MY SUCCESSOR, JOHN 
[001:24:11;12] KERRY, AND PRESIDENT OBAMA KNOT
[001:24:16;13] A DEAL THAT PUT A LID ON THE 
[001:24:19;16] IRAN NUCLEAR PROBLEM WITHOUT 
[001:24:21;18] FIRING A SINGLE SHOT.
[001:24:24;03] THAT'S 
[001:24:29;14] THAT'S DIPLOMACY, COALITION 
[001:24:30;06] BUILDING AND WORKING WITH OTHER
[001:24:31;00] NATIONS.
[001:24:31;12] THE OTHER DAY, I SAW DONALD 
[001:24:32;04] SAYING THERE WERE SOME IRANIAN 
[001:24:33;16] SAILORS OFF THE SHORES OF IRAN 
[001:24:35;18] AND THEY WERE TAUNTING AMERICAN
[001:24:36;26] SAILORS ON A NEARBY SHIP.
[001:24:37;24] HE SAID YOU KNOW IF THEY 
[001:24:39;19] TAUNTED OUR SAILORS, I'D BLOW 
[001:24:41;21] THEM OUT OF THE WATER AND START
[001:24:43;16] ANOTHER WAR.
[001:24:48;17] THAT IS NOT GOOD JUDGMENT.
[001:24:49;18] THAT IS NOT THE RIGHT 
[001:24:50;22] TEMPERAMENT TO BE COMMANDER IN 
[001:24:52;20] CHIEF, TO BE TAUNTED.
[001:24:54;24] AND THE WORST PART I HEARD 
[001:24:58;23] DONALD SAY HAS BEEN ABOUT 
[001:24:59;23] NUCLEAR WEAPONS.
[001:25:00;09] HE HAS SAID REPEATEDLY THAT HE 
[001:25:02;05] DIDN'T CARE IF OTHER NATIONS 
[001:25:04;25] GOT NUCLEAR WEAPONS JAPAN, 
[001:25:07;00] SOUTH KOREA, EVEN SAUDI ARABIA,
[001:25:08;27] IT HAS BEEN THE POLICY OF THE 
[001:25:10;05] UNITED STATES, DEMOCRATS AND 
[001:25:11;28] REPUBLICANS, TO DO EVERYTHING 
[001:25:13;03] WE COULD TO REDUCE THE 
[001:25:15;26] PROLIFERATION OF NUCLEAR 
[001:25:18;03] WEAPONS.
[001:25:18;15] HE EVEN SAID IF THERE WERE 
[001:25:20;02] NUCLEAR WAR IN EAST ASIA WELL, 
[001:25:22;06] YOU KNOW THAT'S FINE, YOU 
[001:25:23;06] KNOW HAVE A GOOD TIME, FOLKS.
[001:25:26;00] AND, IN FACT, HIS CAVALIER 
[001:25:28;00] ATTITUDE ABOUT NUCLEAR WEAPONS 
[001:25:30;04] IS SO DEEPLY TROUBLING, THAT IS
[001:25:34;01] THE NUMBER 1 THREAT WE FACE IN 
[001:25:35;07] THE WORLD, AND IT BECOMES 
[001:25:37;09] PARTICULARLY THREATENING IF 
[001:25:39;02] TERRORISTS EVER GET THEIR HANDS
[001:25:41;05] ON ANY NUCLEAR MATERIAL.
[001:25:42;13] SO A MAN WHO CAN BE PROVOKED BY
[001:25:45;03] A TWEET SHOULD NOT HAVE HIS 
[001:25:47;08] FINGERS ANYWHERE NEAR THE 
[001:25:49;05] NUCLEAR CODES AS FAR AS I THINK
[001:25:51;10] ANYONE WITH ANY SENSE ABOUT 
[001:25:53;09] THIS SHOULD BE CONCERNED 
[001:25:54;16] DONALD TRUMP: THAT IS GETTING A
[001:25:55;14] LITTLE BIT OLD, I MUST SAY. 
[001:25:56;17] HILLARY CLINTON: IT'S A GOOD 
[001:25:58;08] ONE THOUGH.
[001:25:58;22] WELL DESCRIBES THE PROBLEM. 
[001:26:00;14] DONALD TRUMP: IT'S NOT AN 
[001:26:01;16] ACCURATE ONE AT ALL.
[001:26:03;11] NOT AN ACCURATE ONE.
[001:26:04;11] I JUST WANTED TO GIVE A LOT OF 
[001:26:06;14] THINGS TO RESPOND.
[001:26:07;01] I AGREE WITH HER ON ONE THING.
[001:26:08;17] THE SINGLE GREATEST PROBLEM THE
[001:26:10;13] WORLD HAS IS NUCLEAR ARMAMENT, 
[001:26:14;17] NUCLEAR WEAPONS.
[001:26:15;16] NOT GLOBAL WARMING LIKE YOU 
[001:26:17;18] THINK AND YOUR PRESIDENT 
[001:26:20;18] THINKS.
[001:26:21;00] NUCLEAR IS THE SINGLE GREATEST 
[001:26:22;21] THREAT.
[001:26:23;03] JUST TO GO DOWN THE LIST, WE 
[001:26:25;23] DEFEND JAPAN.
[001:26:26;28] WE DEFEND GERMANY.
[001:26:27;27] WE DEFEND SOUTH KOREA.
[001:26:28;27] WE DEFEND SAUDI ARABIA.
[001:26:30;29] WE DEFEND COUNTRIES.
[001:26:32;03] THEY DO NOT PAY US WHAT THEY 
[001:26:34;02] SHOULD BE PAYING US BECAUSE WE 
[001:26:35;04] ARE PROVIDING TREMENDOUS 
[001:26:36;09] SERVICE AND WE ARE LOSING A 
[001:26:37;29] FORTUNE.
[001:26:38;28] THAT'S WHY WE'RE LOSING.
[001:26:40;02] WE LOSE ON EVERYTHING.
[001:26:42;28] WHO MAKES THESE -- WE LOSE ON 
[001:26:44;03] EVERYTHING.
[001:26:44;17] ALL I SAID, THAT IT'S VERY 
[001:26:46;05] POSSIBLE THAT IF THEY DON'T PAY
[001:26:48;04] A FAIR SHARE -- BECAUSE THIS 
[001:26:51;02] ISN'T 40 YEARS AGO WHERE WE 
[001:26:52;15] COULD DO WHAT WE'RE DOING -- WE
[001:26:54;03] CAN'T DEFEND JAPAN, A 
[001:26:57;11] BEHEMMOTH, SELLING US CARS BY 
[001:26:58;11] THE MILLIONS. 
[001:26:59;08] LESTER HOLT:  WE NEED TO MOVE 
[001:27:00;07] ON. 
[001:27:00;17] DONALD TRUMP: WAIT, IT'S VERY 
[001:27:02;08] IMPORTANT.
[001:27:02;21] THEY MAY HAVE TO DEFEND 
[001:27:04;04] THEMSELVES OR THEY MAY HAVE TO 
[001:27:05;05] HELP US OUT, A COUNTRY THAT 
[001:27:07;06] OWES $20 TRILLION.
[001:27:08;10] THEY HAVE TO HELP US OUT.
[001:27:09;10] AS FAR AS THE NUCLEAR IS 
[001:27:11;09] CONCERNED, I AGREE.
[001:27:13;06] IT IS THE SINGLE GREATEST 
[001:27:16;14] THREAT THAT THIS COUNTRY HAS. 
[001:27:18;10] LESTER HOLT:  MY NEXT QUESTION 
[001:27:19;17] AS WE HEAD TO THE LAST SEGMENT
[001:27:21;15] ON THE SUBJECT OF SECURING 
[001:27:24;15] AMERICA, NUCLEAR WEAPONS, 
[001:27:27;16] PRESIDENT OBAMA REPORTEDLY 
[001:27:28;08] CHANGING THE NATION'S LONG 
[001:27:31;20] STANDING POLICY.
[001:27:32;06] DO YOU SUPPORT THE CURRENT 
[001:27:32;28] POLICY? 
[001:27:33;10] MR.  NATION'S LONG 
[001:27:38;08] STANDING POLICY.
[001:27:38;24] DO YOU SUPPORT THE CURRENT 
[001:27:39;16] POLICY? 
[001:27:39;28] MR. TRUMP, YOU HAVE TWO MINUTES
[001:27:40;22] ON THAT. 
[001:27:41;05] DONALD TRUMP: I HAVE TO SAY 
[001:27:41;27] THAT FOR WHAT SECRETARY CLINTON
[001:27:42;21] WAS SAYING ABOUT NUCLEAR WITH 
[001:27:43;14] RUSSIA, SHE'S VERY CAVALIER IN 
[001:27:44;08] THE WAY SHE TALKS ABOUT VARIOUS
[001:27:45;04] COUNTRIES, BUT RUSSIA HAS BEEN 
[001:27:45;28] A STANDING -- THEY HAVE A MUCH 
[001:27:46;24] NEWER CAPABILITY THAN WE DO.
[001:27:49;23] WE HAVE NOT BEEN UPDATING FROM 
[001:27:50;26] THE NEW STANDPOINT.
[001:27:52;28] I LOOKED THE OTHER NIGHT.
[001:27:53;26] I WAS SEEING B-52S.
[001:27:55;22] THEY WERE OLD ENOUGH THAT YOUR 
[001:27:56;22] FATHER AND GRANDFATHER COULD BE
[001:27:57;29] FLYING THEM.
[001:27:58;23] WE ARE NOT KEEPING UP WITH 
[001:27:59;29] OTHER COUNTRIES.
[001:28:00;26] I WOULD LIKE EVERYBODY TO END 
[001:28:02;22] IT, JUST GET RID OF IT, BUT NOT
[001:28:05;27] TO FIRST STRIKE.
[001:28:07;23] I THINK THAT ONCE THE NUCLEAR 
[001:28:10;28] ALTERNATIVE HAPPENS, IT'S OVER.
[001:28:12;03] AT THE SAME TIME, WE HAVE TO BE
[001:28:14;29] PREPARED.
[001:28:15;12] I CAN'T TAKE ANYTHING OFF THE 
[001:28:16;05] TABLE, BECAUSE YOU LOOK AT SOME
[001:28:17;06] OF THESE COUNTRIES YOU LOOK AT
[001:28:19;02] NORTH KOREA.
[001:28:19;16] WE'RE DOING NOTHING THERE.
[001:28:21;06] CHINA SHOULD SOLVE THAT PROBLEM
[001:28:22;19] FOR US.
[001:28:23;06] CHINA SHOULD GO INTO NORTH 
[001:28:25;05] KOREA.
[001:28:27;07] CHINA IS TOTALLY POWERFUL AS IT
[001:28:30;07] RELATES TO NORTH KOREA.
[001:28:32;08] BY THE WAY, ANOTHER ONE 
[001:28:33;12] POWERFUL IS THE WORST DEAL I 
[001:28:37;15] EVER SEEN NEGOTIATED IS THE 
[001:28:38;15] IRAN DEAL.
[001:28:39;15] IRAN HAS POWER OVER NORTH 
[001:28:41;12] KOREA.
[001:28:41;23] WHEN THEY MADE THAT HORRIBLE 
[001:28:42;25] DEAL WITH IRAN, IT SHOULD HAVE 
[001:28:45;16] INCLUDED THE FACT THAT THEY DO 
[001:28:47;16] SOMETHING WITH RESPECT TO NORTH
[001:28:49;17] KOREA.
[001:28:50;15] AND THERE SHOULD HAVE BEEN 
[001:28:52;28] SOMETHING WITH RESPECT TO YEMEN
[001:28:53;22] AND ALL THESE OTHER PLACES.
[001:28:54;17] AND WHEN ASKED TO SECRETARY 
[001:28:57;18] KERRY, WHY DIDN'T DO YOU THAT? 
[001:29:01;22] WHY DIDN'T YOU ADD OTHER THINGS
[001:29:02;16] INTO THE DEAL? 
[001:29:03;02] ONE OF THE GREAT GIVE AWAYS OF 
[001:29:04;17] ALL TIME, OF ALL TIME, 
[001:29:07;22] INCLUDING $400 MILLION IN CASH
[001:29:08;17] NOBODY HAS EVER SEEN THAT 
[001:29:09;17] BEFORE, THAT TURNED OUT TO BE 
[001:29:11;23] WRONG.
[001:29:12;04] IT WAS ACTUALLY $1.7 BILLION IN
[001:29:14;21] CASH OBVIOUSLY, I GUESS FOR 
[001:29:17;06] THE HOSTAGES, IT CERTAINLY 
[001:29:18;26] LOOKS THAT WAY.
[001:29:19;27] SO YOU SAY TO YOURSELF, WHY 
[001:29:22;29] DIDN'T THEY MAKE THE RIGHT 
[001:29:24;00] DEAL? 
[001:29:24;25] THIS IS ONE OF THE WORST DEALS 
[001:29:30;07] EVER MADE BY ANY COUNTRY IN 
[001:29:30;29] HISTORY.
[001:29:32;29] WOULD LEAD TO NUCLEAR PROBLEMS.
[001:29:37;10] ALL WE HAVE TO DO IS SET BACK 
[001:29:38;04] 10 YEARS AND THEY DON'T HAVE TO
[001:29:39;13] DO MUCH.
[001:29:41;06] I MET WITH NETANYAHU THE OTHER 
[001:29:48;13] DAY.
[001:29:48;23] HE IS NOT A HAPPY CAMPER. 
[001:29:50;13] LESTER HOLT:  SECRETARY 
[001:29:52;10] CLINTON. 
[001:29:52;23] HILLARY CLINTON: THEY REALLY 
[001:29:54;10] MATTER WHEN YOU RUN FOR 
[001:29:55;16] PRESIDENT AND WHEN YOU ARE 
[001:29:56;20] PRESIDENT AND I WANT TO 
[001:29:57;12] REASSURE OUR ALLIES IN JAPAN 
[001:30:00;15] AND SOUTH KOREA AND ELSEWHERE 
[001:30:02;14] THAT WE HAVE MUTUAL DEFENSE 
[001:30:04;14] TREATIES, AND WE WILL HONOR 
[001:30:06;17] THEM.
[001:30:07;14] IT IS ESSENTIAL THAT AMERICA'S 
[001:30:08;22] WORD BE GOOD.
[001:30:10;17] AND SO I KNOW THAT THIS 
[001:30:12;17] CAMPAIGN HAS CAUSED SOME 
[001:30:14;17] QUESTIONING AND SOME WORRIES ON
[001:30:15;26] THE PART OF MANY LEADERS ACROSS
[001:30:24;29] THE GLOBE.
[001:30:25;12] I HAVE TALKED WITH A NUMBER OF 
[001:30:26;06] THEM.
[001:30:26;17] BUT I WANT TO, ON BEHALF OF 
[001:30:27;10] MYSELF, AND I THINK ON BEHALF 
[001:30:28;03] OF THE ACROSS
[001:30:28;18] THE GLOBE. MAJORITY OF THE AMERICAN
[001:30:29;23] PEOPLE SAY THAT, YOU KNOW, OUR 
[001:30:30;25] WORD IS GOOD.
[001:30:32;25] IT'S ALSO IMPORTANT THAT WE 
[001:30:37;25] LOOK AT THE ENTIRE GLOBAL 
[001:30:39;02] SITUATION.
[001:30:39;26] THERE'S NO DOUBT THAT WE HAVE 
[001:30:41;01] OTHER PROBLEMS WITH IRAN, BUT 
[001:30:44;02] PERSONALLY I'D RATHER DEAL 
[001:30:56;12] WITH PROBLEMS RATHER DEAL 
[001:30:57;06] WITH PROBLEMS HAVING PUT THAT 
[001:30:57;29] LID ON THE NUCLEAR PROGRAM THAN
[001:30:58;23] STILL TO BE FACING THAT AND 
[001:30:59;15] DONALD NEVER TELLS YOU WHAT HE 
[001:31:00;09] WOULD DO.
[001:31:00;22] WOULD HE HAVE STARTED A WAR? 
[001:31:01;15] WOULD HE HAVE BOMBED IRAN? 
[001:31:02;07] IF HE'S GOING TO CRITICIZE A 
[001:31:03;00] DEAL THAT HAS BEEN VERY 
[001:31:03;20] SUCCESSFUL IN GIVING US ACCESS 
[001:31:04;17] TO IRANIAN FACILITIES THAT WE 
[001:31:05;13] NEVER HAD BEFORE, THEN HE 
[001:31:07;07] SHOULD TELL US WHAT HIS 
[001:31:10;07] ALTERNATIVE WOULD BE.
[001:31:10;26] IT'S LIKE HIS PLAN TO DEFEAT 
[001:31:12;09] ISIS.
[001:31:14;05] HE SAYS IT'S A SECRET PLAN BUT 
[001:31:16;10] THE ONLY SECRET IS THAT HE HAS 
[001:31:19;12] NO PLAN.
[001:31:19;24] SO WE NEED TO BE MORE PRECISE 
[001:31:20;18] IN HOW WE TALK ABOUT THESE 
[001:31:22;21] ISSUES.
[001:31:23;03] PEOPLE AROUND THE WORLD FOLLOW 
[001:31:25;13] OUR PRESIDENTIAL CAMPAIGNS SO 
[001:31:28;11] CLOSELY TRYING TO GET HINTS 
[001:31:29;15] ABOUT WHAT WE WILL DO.
[001:31:31;16] CAN THEY RELY ON US? 
[001:31:34;13] ARE WE GOING TO LEAD THE WORLD 
[001:31:35;19] WITH STRENGTHS AND IN 
[001:31:39;18] ACCORDANCE WITH OUR VALUES? 
[001:31:40;24] THAT'S WHAT I ENTEND TO DO.
[001:31:44;20] I INTEND TO BE A LEADER OF OUR 
[001:31:45;14] COUNTRY THAT PEOPLE CAN COUNT 
[001:31:46;07] ON, BOTH HERE AT HOME AND 
[001:31:47;00] AROUND THE WORLD TO MAKE 
[001:31:50;00] DECISIONS THAT WILL FURTHER 
[001:31:50;22] PEACE AND PROSPERITY, BUT ALSO 
[001:31:53;04] STAND UP TO BULLIES, WHETHER 
[001:31:54;01] THEY'RE ABROAD OR AT HOME.
[001:31:56;22] WE CANNOT LET THOSE WHO WOULD 
[001:31:59;22] TRY TO DESTABILIZE THE WORLD TO
[001:32:01;26] INTERFERE WITH AMERICAN 
[001:32:05;29] INTERESTS AND SECURITY, AND 
[001:32:06;21] GIVEN ANY OPPORTUNITIES AT ALL.
[001:32:08;27] LESTER HOLT:  YOUR TWO MINUTES 
[001:32:10;00] HAVE EXPIRED. 
[001:32:10;15] DONALD TRUMP: I'D LIKE TO SAY 
[001:32:11;28] SOMETHING REALLY QUICKLY. 
[001:32:13;01] LESTER HOLT:  REALLY QUICKLY. 
[001:32:14;01] DONALD TRUMP: I WILL TELL YOU 
[001:32:15;01] THAT HILLARY WILL TELL YOU TO 
[001:32:17;09] GO TO HER WEB SITE AND READ 
[001:32:19;02] ABOUT HOW TO DEFEAT ISIS, WHICH
[001:32:22;00] COULD HAVE BEEN DEFEATED BY NOT
[001:32:23;01] HAVING IT GET GOING IN THE 
[001:32:24;10] FIRST PLACE.
[001:32:25;05] IT'S GETTING TOUGHER AND 
[001:32:26;07] TOUGHER BECAUSE THEY'RE IN MORE
[001:32:27;11] AND MORE PLACES, MORE AND MORE 
[001:32:29;04] STATES AND MORE AND MORE 
[001:32:30;07] NATIONS AND IT'S A BIG PROBLEM 
[001:32:31;13] AND AS FAR AS JAPAN IS 
[001:32:32;16] CONCERNED I WANT TO HELP ALL OF
[001:32:34;15] OUR ALLIES, BUT WE ARE LOSEING 
[001:32:38;15] BILLIONS AND BILLIONS OF 
[001:32:40;08] DOLLARS.
[001:32:40;20] WE CANNOT BE THE POLICEMEN OF 
[001:32:42;18] THE WORLD.
[001:32:43;10] WE CANNOT PROTECT COUNTRIES ALL
[001:32:45;07] OVER THE WORLD WHEN THEY'RE NOT
[001:32:48;07] PAYING US WHAT WE NEED. 
[001:32:49;12] LESTER HOLT:  JUST A FEW FINAL 
[001:32:51;16] QUESTIONS. 
[001:32:52;00] DONALD TRUMP: SHE DOESN'T SAY 
[001:32:52;24] THAT BECAUSE SHE HAS NO 
[001:32:54;17] BUSINESS ABILITY.
[001:32:55;16] WE NEED HEART AND A LOT OF 
[001:32:56;19] THINGS BUT YOU HAVE TO HAVE 
[001:32:59;14] SOME BUSINESS ABILITY.
[001:33:00;13] SHE DOESN'T HAVE THAT.
[001:33:02;17] A LOT OF THE THINGS SHE'S 
[001:33:04;16] TALKING ABOUT COULD HAVE BEEN 
[001:33:05;09] TAKEN CARE OF IN THE LAST 10 
[001:33:06;21] YEARS WHEN SHE HAD GREAT POWER 
[001:33:08;19] BUT THEY WEREN'T TAKEN CARE OF 
[001:33:09;22] AND IF SHE WINS THIS 
[001:33:11;22] PRESIDENCY, THEY WON'T BE TAKEN
[001:33:13;21] CARE OF. 
[001:33:15;23] LESTER HOLT:  SECRETARY CLINTON
[001:33:17;22] IS THE FIRST WOMAN NOMINATED BY
[001:33:21;02] A PARTY.
[001:33:27;02] YOU SAID SHE DOESN'T HAVE THE 
[001:33:28;09] LOOK.
[001:33:28;20] WHAT DID YOU MEAN BY THAT. 
[001:33:30;03] DONALD TRUMP: SHE DOESN'T HAVE 
[001:33:31;04] THE LOOK OR THE STAM NACHLT SHE
[001:33:32;10] DOESN'T HAVE THE STAMINA.
[001:33:34;06] TO BE PRESIDENT OF THIS 
[001:33:35;03] COUNTRY, YOU NEED TREMENDOUS 
[001:33:37;11] STAM NACHLT WAIT A MINUTE, 
[001:33:40;02] LESTER, YOU ASKED ME A 
[001:33:42;02] QUESTION.
[001:33:42;15] DID YOU ASK ME A QUESTION? 
[001:33:43;11] YOU YOU HAVE TO BE ABLE TO 
[001:33:45;07] NEGOTIATE TRADE DEALS.
[001:33:46;09] YOU HAVE TO BE ABLE TO 
[001:33:48;09] NEGOTIATE TEST SITES WITH 
[001:33:50;07] JAPAN, WITH SAUDI ARABIA.
[001:33:52;14] CAN YOU IMAGINE WITH THIS WITH 
[001:33:55;18] SAUDI ARABIA, WITH ALL THE 
[001:33:57;10] MONEY DEFENDING THEM AND THEM 
[001:33:59;13] NOT PAYING YOU HAVE SO MANY 
[001:34:02;21] THINGS YOU HAVE TO BE ABLE TO 
[001:34:04;18] DO AND I BELIEVE HILLARY HAS 
[001:34:06;15] THE STAMINA. 
[001:34:07;18] LESTER HOLT:  LET'S LET HER 
[001:34:10;15] RESPOND. 
[001:34:10;28] HILLARY CLINTON: AS SOON AS HE 
[001:34:11;24] TRAVELS TO 112 COUNTRIES AND 
[001:34:13;15] NEGOTIATES A PEACE DEAL, A 
[001:34:14;20] CEASE FIRE, A RELEASE OF 
[001:34:20;24] DISDANCE AND OPENING OF NEW 
[001:34:21;28] OPPORTUNITIES AND NATIONS 
